gene,f_statistic,p_value,fdr,eta_squared
gene_1611,178.0492187687946,6.5077692375405035e-109,5.689304010043516e-108,0.472217445112845
gene_11819,178.005062544094,6.817405736650976e-109,5.957422705307666e-108,0.4721556292716231
gene_17584,177.99951501071195,6.857336883799619e-109,5.989728256039399e-108,0.4721478620619827
gene_8824,177.9967034364598,6.87766404146042e-109,6.004889662451258e-108,0.47214392543477485
gene_14487,177.95861192268794,7.159086503039656e-109,6.247901949847427e-108,0.4720905857940346
gene_5775,177.91944720924906,7.460480295255281e-109,6.508126490524463e-108,0.472035732108235
gene_20459,177.91448285393207,7.49958120872306e-109,6.539414903906382e-108,0.4720287782703226
gene_3418,177.7796367391624,8.64398865888941e-109,7.534055804801844e-108,0.4718398220183977
gene_5426,177.72236734365808,9.181533825592492e-109,7.99912949105152e-108,0.4717595310223088
gene_6767,177.71568517727087,9.246398843515998e-109,8.052171878326314e-108,0.4717501611159181
gene_19301,177.67911573416458,9.609608666633693e-109,8.364868568575114e-108,0.47169887660976445
gene_18248,177.63888793137676,1.0025697633870052e-108,8.723306017835039e-108,0.47164245016500334
gene_11290,177.4987500553494,1.1621421516489123e-108,1.0107387719781787e-107,0.47144578841033363
gene_16998,177.45978581622816,1.2108724230113497e-108,1.0526677242352753e-107,0.4713910821350163
gene_6093,177.37165357645478,1.3287860312466154e-108,1.1546790862843923e-107,0.4712673015913633
gene_5046,177.28945064874162,1.4491224813630946e-108,1.2587072893317498e-107,0.47115179642449684
gene_12313,177.2864196712313,1.4537625555088328e-108,1.262195475952946e-107,0.4711475365657094
gene_6311,177.23062358201793,1.54189108211454e-108,1.3381364622934812e-107,0.4710691062163937
gene_15547,177.22924381164268,1.5441369587442138e-108,1.3395106582053517e-107,0.4710671664331642
gene_595,177.21002921050103,1.5757558974259786e-108,1.3663533448478008e-107,0.47104015164717106
gene_2849,177.1894384374111,1.6103602817139128e-108,1.3957606196543947e-107,0.47101119896775356
gene_17170,177.1056696172174,1.759174191410939e-108,1.5240900310420137e-107,0.4708933789736992
gene_12123,176.9466591560034,2.080637231511954e-108,1.801822931837397e-107,0.4706695879496496
gene_8547,176.86671866026575,2.2638686223123985e-108,1.9596612761891698e-107,0.4705570083211612
gene_19429,176.810657423829,2.4019359309985614e-108,2.0782861129962308e-107,0.47047802911141795
gene_8338,176.80958828770045,2.4046494376247177e-108,2.0797440666471093e-107,0.4704765226807999
gene_5136,176.7289826508496,2.618333998504287e-108,2.263588361853578e-107,0.4703629233070823
gene_5428,176.7206702273168,2.641425384921843e-108,2.2825753294232727e-107,0.4703512056454012
gene_4589,176.65118027463245,2.842627544319638e-108,2.4553939160054424e-107,0.4702532283952513
gene_15780,176.6089998218607,2.9721791398903226e-108,2.566201297511623e-107,0.47019373845041135
gene_3578,176.57564512823694,3.078801750431181e-108,2.6571254884963255e-107,0.4701466866094232
gene_17785,176.49899213456644,3.3385934346898703e-108,2.88010656326211e-107,0.4700385242880095
gene_14588,176.4394609427251,3.555427204173257e-108,3.0658547332873107e-107,0.46995449146364976
gene_8020,176.39060397854306,3.7438908457039654e-108,3.226991338063934e-107,0.4698855062142829
gene_10503,176.30424135918398,4.101865330088118e-108,3.53403574093361e-107,0.46976351964659013
gene_6254,176.2955821708029,4.139598758557901e-108,3.565026682146478e-107,0.4697512855095858
gene_6364,176.21686887244,4.498964706208476e-108,3.872863572764649e-107,0.4696400495052032
gene_215,176.17220748993046,4.71660666870328e-108,4.056876535636864e-107,0.46957691420854725
gene_4338,176.17218108678287,4.71673840823019e-108,4.056876535636864e-107,0.46957687687945066
gene_19117,176.12800356663638,4.942412312364457e-108,4.2491717418504116e-107,0.46951441079324757
gene_94,176.08438266580742,5.175862729844688e-108,4.447986411397766e-107,0.4694527173174658
gene_20071,176.05176169439997,5.357640640304138e-108,4.602245173644434e-107,0.4694065717730196
gene_5801,176.0375824097384,5.438636275951866e-108,4.6698371183024493e-107,0.4693865112894545
gene_7440,176.0207709312913,5.536259721517607e-108,4.7516429468933584e-107,0.4693627248810189
gene_20320,175.92926882283848,6.099247234027908e-108,5.232621057245581e-107,0.4692332219759792
gene_15866,175.90369036451222,6.2666499380517115e-108,5.3739579473004096e-107,0.46919700948658055
gene_14428,175.8823913728965,6.409554426178786e-108,5.494175500286615e-107,0.46916685184593127
gene_10649,175.87990921633235,6.426419468355156e-108,5.506297799559728e-107,0.4691633370910711
gene_2955,175.80588168991827,6.950377952778904e-108,5.952714637151301e-107,0.46905849208461653
gene_14983,175.7767204252634,7.168349883954243e-108,6.136799449764553e-107,0.46901717968450013
gene_542,175.6885084345942,7.870325878434402e-108,6.734907303758867e-107,0.4688921717097775
gene_2137,175.6512503747218,8.187146979788218e-108,7.003058336645412e-107,0.4688393544637507
gene_20233,175.6452815750585,8.23907732842646e-108,7.044498209645305e-107,0.46883089208176454
gene_3507,175.6435085028499,8.254567110824326e-108,7.05475915249276e-107,0.4688283782221569
gene_8496,175.5657477709393,8.963401768676772e-108,7.657327721352471e-107,0.46871810574175593
gene_8154,175.55053871557934,9.10901838748118e-108,7.778440068127405e-107,0.46869653242946346
gene_13273,175.53437932571904,9.26633329148995e-108,7.909435436353663e-107,0.46867360919373185
gene_16453,175.49006380689926,9.711872467618674e-108,8.286235154756e-107,0.46861073434885153
gene_11693,175.42095393003518,1.0449939233832657e-107,8.912198281203295e-107,0.46851265157241884
gene_17448,175.40399123699365,1.0639530560004244e-107,9.070065238357751e-107,0.46848857208353173
gene_17786,175.3671674647116,1.106306180448504e-107,9.427145922818879e-107,0.4684362911746043
gene_17356,175.3574971316033,1.1177061141475443e-107,9.520276046410065e-107,0.46842255991992976
gene_66,175.285042964169,1.2069510645622478e-107,1.0276108411163457e-106,0.4683196570613408
gene_12065,175.1809317455232,1.3478440691793572e-107,1.1470856449021794e-106,0.46817172357853326
gene_10176,175.1214736033206,1.4355884130127664e-107,1.2212466680492702e-106,0.46808720150878363
gene_14405,175.05380702624862,1.5424348911871813e-107,1.311588559070479e-106,0.46799097813744367
gene_12333,174.98505912238366,1.659157796410674e-107,1.4102492560412037e-106,0.4678931814362167
gene_19408,174.9370141920173,1.7459487941021003e-107,1.4833962422495197e-106,0.46782481421372996
gene_18899,174.9232086745214,1.7717194799013347e-107,1.5046593701421625e-106,0.4678051659178556
gene_9535,174.73379889272968,2.1663284589396022e-107,1.839014599841213e-106,0.4675354474506127
gene_295,174.72817956361956,2.1792940186365203e-107,1.8492448321799864e-106,0.46752744138170016
gene_14055,174.70199674931007,2.2407392732717254e-107,1.9005867804038406e-106,0.4674901345697255
gene_12836,174.69369763099587,2.260575676150896e-107,1.916607997796531e-106,0.4674783084072701
gene_11303,174.68094913082763,2.2913903805146858e-107,1.9419197353054258e-106,0.467460140895946
gene_3932,174.6435503259699,2.3842391636406582e-107,2.0197612118968475e-106,0.46740683781001774
gene_1186,174.63076400239572,2.4168410295834745e-107,2.0465218785262746e-106,0.4673886115043672
gene_4849,174.61883762477646,2.4476529791158325e-107,2.071745118907545e-106,0.46737160988693316
gene_8316,174.61490839236313,2.457890200765408e-107,2.079539654798214e-106,0.4673660083418994
gene_17320,174.60454599983078,2.4850947235674955e-107,2.1016771394921925e-106,0.46735123506743903
gene_19293,174.51079287756014,2.74536406390823e-107,2.3208196796107157e-106,0.4672175374990198
gene_14337,174.50040224069568,2.775842187138915e-107,2.3456040478953614e-106,0.4672027156967882
gene_17782,174.4516663677549,2.923385094585122e-107,2.4692468670679094e-106,0.46713318503702816
gene_16357,174.41165769729875,3.050365804956721e-107,2.57542575958371e-106,0.46707609176648496
gene_10224,174.40798584050123,3.062293115847966e-107,2.5844169071603387e-106,0.4670708513314938
gene_9607,174.40356690404897,3.076709177192333e-107,2.5955000530665903e-106,0.46706454453571017
gene_12739,174.33601947425052,3.305734103134999e-107,2.7875416722057054e-106,0.4669681208894841
gene_8504,174.32409009603623,3.347922378417136e-107,2.82193990887757e-106,0.4669510881314733
gene_18985,174.32277500516696,3.35260610801663e-107,2.824710337925178e-106,0.4669492103790196
gene_3574,174.31147957317685,3.3931065553577253e-107,2.8576429677587906e-106,0.4669330816520155
gene_5336,174.3098992385401,3.398811917548742e-107,2.8612562774668237e-106,0.4669308250172017
gene_5076,174.29208951883868,3.463777771703937e-107,2.9147336796348445e-106,0.466905392352394
gene_3195,174.27478988605634,3.528074697017564e-107,2.9676039288016707e-106,0.4668806857791134
gene_13538,174.25334729634255,3.6094327804806204e-107,3.0347750625404834e-106,0.46685005923870593
gene_16399,174.2430410916608,3.6492035063822566e-107,3.0669386576290775e-106,0.4668353375913852
gene_9345,174.22719209575243,3.711222341630891e-107,3.1177659730003425e-106,0.466812696892283
gene_16078,174.04499010230933,4.5048260703588394e-107,3.781550866156429e-106,0.4665522784653308
gene_13629,174.04493363400536,4.5050966997531465e-107,3.781550866156429e-106,0.4665521977166454
gene_3170,173.9570061087154,4.9469031269913e-107,4.150677515804609e-106,0.4664264332334535
gene_13516,173.8947793217789,5.285580930916642e-107,4.433004230778325e-106,0.466337393186514
gene_5806,173.88355198368836,5.3491178692524193e-107,4.484432522145654e-106,0.46632132487113515
gene_17822,173.82367141239726,5.701150054583849e-107,4.777577921829258e-106,0.46623560879030923
gene_7216,173.77604778926977,5.997635270363208e-107,5.023951234549065e-106,0.4661674182658462
gene_5528,173.76859682645292,6.045400384248059e-107,5.061865058794203e-106,0.4661567479284025
gene_11304,173.71594085059286,6.39400495895818e-107,5.351538670326712e-106,0.46608132846195766
gene_2422,173.71443190077986,6.404286485154588e-107,5.35792623153955e-106,0.46607916687010503
gene_4435,173.6650339663565,6.750179879673033e-107,5.644970527165773e-106,0.46600839396709987
gene_6253,173.63951230917033,6.936162902212701e-107,5.798104590559861e-106,0.4659718214881779
gene_15989,173.5428801425792,7.68811008852573e-107,6.424019590912346e-106,0.46583330240041376
gene_12865,173.53656838022388,7.739977578523433e-107,6.464687592537064e-106,0.46582425219289175
gene_18887,173.51532428293885,7.917144144638625e-107,6.609932772449943e-106,0.46579378879766076
gene_13829,173.50980759844978,7.963812139826913e-107,6.646151270302931e-106,0.4657858774700651
gene_7167,173.45733767217337,8.421697238386628e-107,7.0253770568240925e-106,0.46571062005723113
gene_9012,173.4421776353765,8.558842459756347e-107,7.136839314586931e-106,0.46568887212655463
gene_10217,173.42533719151214,8.713816155700198e-107,7.263069929283335e-106,0.4656647114810335
gene_10752,173.39501427216928,8.999989614778908e-107,7.498508034628937e-106,0.46562120228989307
gene_11109,173.23222925360457,1.070530972547709e-106,8.91565354031599e-106,0.4653875071510263
gene_18999,173.2234048678325,1.0806503537238384e-106,8.99622511430619e-106,0.46537483296984006
gene_1508,173.20370570957456,1.103587737014618e-106,9.183394086490777e-106,0.46534653753480626
gene_7433,173.12790396400356,1.1964959356012166e-106,9.952424645739286e-106,0.46523762964238885
gene_5359,173.12723231315522,1.1973532739530692e-106,9.955460753538245e-106,0.46523666445207607
gene_1907,173.11420541471603,1.2141039935601793e-106,1.0090586458602707e-105,0.46521794356596163
gene_11598,173.11278547940682,1.215943967007596e-106,1.0101726769457928e-105,0.4652159029052951
gene_1393,173.11046435088656,1.2189577418622024e-106,1.0122605543406816e-105,0.46521256706086483
gene_10786,173.10643759322915,1.224203896795284e-106,1.0161997946263317e-105,0.4652067798473883
gene_4892,173.0607567078535,1.2853268094738607e-106,1.066499524594622e-105,0.46514111899133426
gene_13195,173.04576837045454,1.3060411638484648e-106,1.0832427552985974e-105,0.4651195715204287
gene_18025,173.02540365583394,1.3347231688202772e-106,1.1065779908452163e-105,0.4650902921024782
gene_17307,173.00218379698742,1.3681977071736694e-106,1.1338658129819167e-105,0.46505690378258635
gene_8915,172.941058925274,1.4603970093238335e-106,1.209778284536552e-105,0.4649689911218412
gene_6637,172.9241613276471,1.4869666089922845e-106,1.2312838575115881e-105,0.46494468310519194
gene_9575,172.92080214721636,1.492306015162868e-106,1.235199342308979e-105,0.46493985049744424
gene_17948,172.87902029207896,1.5603467877613808e-106,1.290989050545126e-105,0.4648797346951636
gene_10456,172.8132233827709,1.673856457504831e-106,1.3842621390103988e-105,0.4647850386022036
gene_952,172.81289126323455,1.6744499243456977e-106,1.3842621390103988e-105,0.46478456052479095
gene_2687,172.73548709692153,1.818679389167884e-106,1.5028817298064481e-105,0.46467311594570604
gene_14948,172.62403947554574,2.0484975866125442e-106,1.6921025203795857e-105,0.46451257491081827
gene_11267,172.62337923714657,2.0499424142637201e-106,1.6926045552807956e-105,0.4645116235461309
gene_10588,172.58089176560324,2.1451002428700213e-106,1.7704519188193756e-105,0.46445039449033027
gene_9601,172.57975271966475,2.1477113825943198e-106,1.7718837971211646e-105,0.4644487528088378
gene_6634,172.57658953844324,2.154979356934531e-106,1.777154876695479e-105,0.4644441937335464
gene_10593,172.54639768689,2.2256034650788885e-106,1.8346484984655607e-105,0.4644006744813027
gene_1415,172.51068058994147,2.312154456844713e-106,1.9052190412329643e-105,0.46434918187547886
gene_3581,172.49173373336566,2.3594287923285683e-106,1.9433812468299787e-105,0.46432186256173796
gene_13102,172.48575177393892,2.374554726490311e-106,1.9550436125553985e-105,0.4643132366457544
gene_10572,172.4738354096637,2.4049766802450854e-106,1.9792850407503406e-105,0.46429605255901385
gene_9676,172.46044525728513,2.439627618687816e-106,2.0069857639335366e-105,0.4642767418690665
gene_1021,172.4597892855631,2.441337939501281e-106,2.007576025809492e-105,0.4642757958196736
gene_7504,172.30110524442438,2.8924783818170254e-106,2.37759371376919e-105,0.46404684179703765
gene_6642,172.24043279557696,3.0862798825685285e-106,2.5358661318739625e-105,0.46395925007021255
gene_782,172.23291147733073,3.1111944180014627e-106,2.5552990384406004e-105,0.46394838968324625
gene_9158,172.22324941311007,3.143496336934334e-106,2.5807811380084925e-105,0.4639344375261745
gene_4861,172.21511991211773,3.1709349503570684e-106,2.6022514460702223e-105,0.4639226978493987
gene_9202,172.18051433460198,3.2904475312720963e-106,2.6992348693652355e-105,0.46387271875858577
gene_1144,172.17568768523657,3.307471715668012e-106,2.712099982259646e-105,0.46386574713170514
gene_4642,172.15924892875805,3.3661185012296345e-106,2.759071026078818e-105,0.4638420015819226
gene_2140,172.15340870737847,3.3872040661608254e-106,2.7752290689561608e-105,0.463833564958866
gene_14817,172.14198348302,3.428837424892298e-106,2.808202574675867e-105,0.46381705962644254
gene_6167,172.13177410917788,3.4664740914714364e-106,2.8378774333459076e-105,0.46380230990015187
gene_1431,172.12333616158918,3.4978928362508226e-106,2.8624399450355274e-105,0.4637901187831682
gene_13200,172.06141832098442,3.7373480955494017e-106,3.0571567896482382e-105,0.46370064314297427
gene_2064,172.05809273465323,3.750664485210578e-106,3.0668089994113664e-105,0.4636958365915325
gene_16486,172.00917763039791,3.9521176497071296e-106,3.230225181678572e-105,0.46362512843753634
gene_3584,171.89971570998108,4.443109502524853e-106,3.63006534345677e-105,0.4634668305984776
gene_7112,171.89071101540785,4.48612484980286e-106,3.663729022126964e-105,0.46345380434255884
gene_1412,171.85300377125031,4.670833781157956e-106,3.813037137214171e-105,0.4633992499013241
gene_17761,171.81519379590296,4.863702333715106e-106,3.9688831674759146e-105,0.46334453568930667
gene_9886,171.80477469789005,4.918239613904036e-106,4.0117677786508076e-105,0.4633294564177783
gene_15390,171.71395986293794,5.420324243765953e-106,4.419531311822231e-105,0.46319798673463686
gene_1589,171.70341664795396,5.481847904870207e-106,4.467893852655399e-105,0.4631827194919426
gene_17469,171.67796828957066,5.63324856986776e-106,4.589440746627557e-105,0.4631458650800017
gene_19047,171.67311874893335,5.66257212958744e-106,4.611472856721209e-105,0.4631388413822694
gene_20177,171.6596391077368,5.74488535060218e-106,4.676623457106549e-105,0.4631193175522461
gene_3386,171.59771095456907,6.138736118971484e-106,4.9952266825642804e-105,0.463029602942165
gene_17436,171.59601579813685,6.149889431279796e-106,5.0022893881701026e-105,0.4630271467667503
gene_8188,171.55827064750866,6.403565298716271e-106,5.206533731618083e-105,0.462972450588487
gene_17162,171.44759232210532,7.20952120025575e-106,5.859474605722328e-105,0.46281200330499406
gene_13158,171.3441643637777,8.054380575313197e-106,6.54349656944187e-105,0.4626619799940242
gene_13857,171.29613806704035,8.479761658892474e-106,6.88631568291023e-105,0.46259228886699333
gene_3744,171.28652524385126,8.567572965145847e-106,6.954833116347418e-105,0.4625783374943257
gene_13226,171.28221340467215,8.607256391696284e-106,6.984242836937824e-105,0.4625720793601338
gene_5883,171.27924103032575,8.634719479661266e-106,7.003716911280806e-105,0.46256776521883874
gene_8857,171.27617600141087,8.663130643949146e-106,7.023944055785713e-105,0.4625633165250097
gene_9621,171.27481987432031,8.675731097900329e-106,7.031341023272246e-105,0.4625613481695972
gene_16249,171.24208218194372,8.985552151279615e-106,7.279521236018634e-105,0.4625138265557621
gene_3161,171.2294620010746,9.107927133374963e-106,7.375706630515623e-105,0.46249550501893233
gene_14537,171.15310123916177,9.884853483507761e-106,8.001666224580082e-105,0.46238462048863604
gene_5539,171.0432398934819,1.1120653783247136e-105,8.998428977632667e-105,0.46222500900899366
gene_6999,171.02157977115368,1.138200463238794e-105,9.20622062686066e-105,0.4621935290285638
gene_10233,170.97593403409863,1.195310346377316e-105,9.664282492641226e-105,0.4621271772188858
gene_5913,170.93969629055874,1.2426882275185435e-105,1.0043324799621291e-104,0.46207448944948853
gene_8019,170.85616034190338,1.359202042478384e-105,1.0980593088675749e-104,0.4619529932500247
gene_12308,170.84613656844434,1.373899526331592e-105,1.109489709343096e-104,0.4619384108040484
gene_15786,170.8437341835971,1.3774456578080685e-105,1.111909327207064e-104,0.46193491573061896
gene_9079,170.83006861240864,1.3977925017446855e-105,1.1278835665514479e-104,0.46191503371631676
gene_18041,170.73776660862552,1.543341653246882e-105,1.2448309361908736e-104,0.4617807052135813
gene_2755,170.7148448309574,1.5817830896624536e-105,1.2753283834156489e-104,0.46174733640736587
gene_6625,170.70549165803035,1.5977434416736796e-105,1.2876831460376038e-104,0.46173371916241185
gene_15590,170.67749292977348,1.6464923077788894e-105,1.3264430659600368e-104,0.46169295181353276
gene_16991,170.67368159533117,1.6532425687665559e-105,1.3313507759071495e-104,0.46168740186963464
gene_12781,170.6018731003622,1.7857376279584555e-105,1.437476137537736e-104,0.4615828152311251
gene_14782,170.56839286470378,1.85110130529015e-105,1.489499382979392e-104,0.46153403851056074
gene_10413,170.54647817564143,1.8951789673676355e-105,1.5243601391861957e-104,0.4615021066296909
gene_16262,170.53103956454103,1.9268613892145976e-105,1.5492272028353233e-104,0.4614796087643854
gene_2370,170.512345323732,1.9659364671865432e-105,1.5800159500389146e-104,0.46145236412695473
gene_6817,170.42790064452998,2.1525834003900253e-105,1.7293360722799643e-104,0.46132926166970434
gene_19434,170.3755518612842,2.2771066293610807e-105,1.8286486557708663e-104,0.4612529199692872
gene_526,170.3716265167315,2.286729950472024e-105,1.8356477303888367e-104,0.46124719465698927
gene_17936,170.2832294169193,2.5145766917847443e-105,2.0177482255785442e-104,0.4611182308110453
gene_12054,170.22661543302414,2.672321064105904e-105,2.1434749796622565e-104,0.46103560338786687
gene_3361,170.19218682681404,2.773062463298792e-105,2.2233979409343726e-104,0.4609853428633093
gene_14352,170.1492024254308,2.904200135638242e-105,2.3276191416068528e-104,0.4609225790208813
gene_13137,170.09110451809974,3.0913823844680783e-105,2.476657812849802e-104,0.46083772390065497
gene_5746,170.08482373848264,3.1123290584735765e-105,2.492451718471057e-104,0.46082854888392
gene_11312,170.0735009028382,3.1504513409072353e-105,2.5219824451498498e-104,0.46081200759957
gene_8383,170.03606164217894,3.2798684112060464e-105,2.6245436938265714e-104,0.4607573061709282
gene_5963,170.02267758686443,3.3274154292119603e-105,2.661537476032241e-104,0.4607377484188423
gene_14960,169.98444819058813,3.467066048473366e-105,2.7721448227038325e-104,0.46068187703885993
gene_3422,169.97188236371946,3.5142398751858074e-105,2.80875274767321e-104,0.46066350984481513
gene_13707,169.94011270580825,3.636397603676886e-105,2.905238875699341e-104,0.4606170672510151
gene_2730,169.87993888055456,3.879562086933726e-105,3.0982869257459265e-104,0.46052907999305054
gene_1265,169.85481237074464,3.985863123115219e-105,3.1819241299847154e-104,0.46049233105848597
gene_17235,169.84948154279996,4.008788707504904e-105,3.198962764579979e-104,0.4604845337788314
gene_5810,169.82828070430483,4.101280172033029e-105,3.271478751821691e-104,0.460453521568371
gene_10556,169.8253613362205,4.114182781607355e-105,3.2804767360758016e-104,0.46044925088925204
gene_14561,169.82185823467177,4.129719017097382e-105,3.291566742007337e-104,0.4604441261900988
gene_771,169.78432030111608,4.299937207925212e-105,3.425887717945457e-104,0.4603892057083276
gene_15924,169.72490507960183,4.5838530341765305e-105,3.650653493662215e-104,0.4603022544489122
gene_9408,169.63352883502836,5.057610559116497e-105,4.0263757132242e-104,0.46016847510076303
gene_5129,169.60631602483056,5.207967998508455e-105,4.144443955050747e-104,0.4601286213809891
gene_16026,169.6043149698393,5.219199594314891e-105,4.151748032912723e-104,0.4601256905625671
gene_12351,169.5057479952191,5.8035724171265465e-105,4.61478717446779e-104,0.4599812863635937
gene_16383,169.50407076218713,5.814064093621814e-105,4.621312501459383e-104,0.4599788284878301
gene_6991,169.47163485614564,6.0207433380612036e-105,4.783711239250907e-104,0.4599312913796173
gene_7182,169.36953488811295,6.720645880364989e-105,5.337713289350371e-104,0.4597816020251414
gene_4997,169.36128146948352,6.780667017780201e-105,5.383269248784195e-104,0.4597694980152641
gene_12837,169.33056003010788,7.008843458695069e-105,5.5622379740295514e-104,0.45972443887432646
gene_4512,169.3192088105784,7.095086074274147e-105,5.628471381243528e-104,0.4597077881367219
gene_16971,169.30555180232471,7.200258451957962e-105,5.70966377086439e-104,0.45968775375179166
gene_19024,169.26373594375704,7.532100701867056e-105,5.970466808798657e-104,0.4596264020131688
gene_4586,169.2077413610921,8.000601582115468e-105,6.33934814231806e-104,0.4595442255928951
gene_19333,169.1952867195214,8.108717875480098e-105,6.42249840031661e-104,0.4595259440363472
gene_17384,169.18315417973062,8.215446310011223e-105,6.504484723364798e-104,0.45950813408791213
gene_13844,169.06763271718359,9.304938321172783e-105,7.364194042756747e-104,0.4593384956701477
gene_20470,169.05982427952628,9.383604448513375e-105,7.423547165625546e-104,0.4593270254651113
gene_2694,169.03384064461142,9.650209192583074e-105,7.631477515964894e-104,0.45928885329824304
gene_10952,168.94207315458428,1.0654041565205446e-104,8.42202402228379e-104,0.4591539959161076
gene_3363,168.91461445759808,1.0974285275953692e-104,8.67178673564125e-104,0.45911363077170025
gene_16126,168.90378322735916,1.1103245357774305e-104,8.770262671076337e-104,0.4590977068669585
gene_2547,168.884282686506,1.1339267018535282e-104,8.953194782577194e-104,0.4590690351140161
gene_10580,168.86354444373575,1.159579043682604e-104,9.152165434155322e-104,0.4590385402257853
gene_7260,168.85958917415456,1.1645372101487181e-104,9.187712417642307e-104,0.4590327237445265
gene_6906,168.85471311019364,1.1706789084270939e-104,9.232565603472801e-104,0.45902555300307357
gene_13182,168.84069979772542,1.1885108856259082e-104,9.369543320951847e-104,0.45900494396234715
gene_16953,168.71181371252428,1.36583794583122e-104,1.0763292713426774e-103,0.4588153206424382
gene_7024,168.70538363761182,1.3753488150937087e-104,1.0834019629922043e-103,0.4588058569299537
gene_13421,168.6340356938811,1.485443457320441e-104,1.1696710338970653e-103,0.4587008256066311
gene_15997,168.59177640850953,1.5547750618993095e-104,1.2237877199947814e-103,0.4586385964770651
gene_3023,168.5789107652786,1.576520115934659e-104,1.2404207495842311e-103,0.45861964826629165
gene_13612,168.53797091152336,1.6477648133064228e-104,1.2959724733515822e-103,0.4585593442047249
gene_213,168.45367510613386,1.8047879468644382e-104,1.4189197929061354e-103,0.4584351348710238
gene_11585,168.43617017378358,1.839231265434473e-104,1.4454370547357357e-103,0.45840933431817404
gene_16253,168.40066435819975,1.9111310278886557e-104,1.5013589943642778e-103,0.45835699467874746
gene_1027,168.34686569174127,2.0254799882770597e-104,1.59057207157089e-103,0.45827767000197916
gene_10721,168.34475751876403,2.030097968187341e-104,1.5935796201364994e-103,0.4582745610849367
gene_14472,168.34264747796732,2.0347306087741455e-104,1.5965963383788125e-103,0.4582714493776924
gene_13697,168.34094467892248,2.03847686739512e-104,1.5989154668579022e-103,0.4582689382096032
gene_10416,168.32525435682086,2.073323567103043e-104,1.625617520371874e-103,0.4582457981321078
gene_15474,168.29830580067514,2.134573145729396e-104,1.6729923868137253e-103,0.45820604980412566
gene_10900,168.2050050283524,2.3609882582801732e-104,1.8497304754236103e-103,0.45806838884280754
gene_10104,168.18421601690028,2.4146316460730946e-104,1.8910250393200639e-103,0.4580377060901754
gene_10048,168.0341136671462,2.8399835826907246e-104,2.223279443499386e-103,0.45781606507435346
gene_10400,168.01495229323643,2.89943328144551e-104,2.268941191335513e-103,0.45778775835540453
gene_11961,167.9846957165702,2.995857496714346e-104,2.3434906940449053e-103,0.45774305489378825
gene_13791,167.95905473139027,3.080084862448397e-104,2.408445321097024e-103,0.45770516510168757
gene_8164,167.8790240861203,3.3585520753983283e-104,2.625175164925767e-103,0.4575868694164234
gene_7258,167.82964550228687,3.542816516915129e-104,2.768133415322288e-103,0.45751385570946324
gene_6420,167.75035822636085,3.860129991093131e-104,3.0148972016181614e-103,0.45739657634587544
gene_17240,167.6873240575435,4.132609381467446e-104,3.2264669614924023e-103,0.45730330190314605
gene_4172,167.66874904438907,4.2165233359670246e-104,3.290710859768012e-103,0.4572758095184459
gene_15114,167.60904474055576,4.4979867218622287e-104,3.5090196567429063e-103,0.45718742389231115
gene_16069,167.44341498554093,5.381399690693203e-104,4.196578601832135e-103,0.45694207656084584
gene_10636,167.43779221491124,5.414266403335308e-104,4.2205813778659703e-103,0.4569337436590368
gene_3776,167.30158962455428,6.274911338080568e-104,4.889594688528985e-103,0.4567318143391966
gene_2598,167.30081981089174,6.280146453633077e-104,4.891788961437382e-103,0.4567306726129175
gene_686,167.28697073671097,6.375078543695035e-104,4.963822226879372e-103,0.4567101319499496
gene_10467,167.26627017283744,6.519664998206519e-104,5.074447495332333e-103,0.4566794264017441
gene_8286,167.24914328473676,6.641772552453365e-104,5.167498375650615e-103,0.4566540191323008
gene_1374,167.2133753998238,6.904227240755444e-104,5.369629962896763e-103,0.45660095079067947
gene_16297,167.212826965765,6.90833140087361e-104,5.370756219033652e-103,0.4566001370055705
gene_16303,167.17797136352183,7.1742507081803e-104,5.575346793624667e-103,0.4565484120768053
gene_15963,167.16121984612766,7.305678032862954e-104,5.675302170669297e-103,0.45652354969861175
gene_10794,167.15386435684414,7.364146999915002e-104,5.718525978697437e-103,0.4565126320609859
gene_6665,167.09276081591392,7.868355909960857e-104,6.107716885041017e-103,0.45642192007160376
gene_17266,167.06593483222358,8.100513342371407e-104,6.285513441906839e-103,0.4563820856720623
gene_3592,167.05310091063706,8.213996957420467e-104,6.371125142922871e-103,0.45636302627967384
gene_4406,167.05254757197875,8.218925521851817e-104,6.372503565083036e-103,0.45636220449778575
gene_3383,166.96649840055633,9.022586524544108e-104,6.992936838359771e-103,0.4562343797322361
gene_19645,166.9423230320924,9.262232167879984e-104,7.17592324393491e-103,0.45619845676459736
gene_7567,166.91401767473724,9.550939727037557e-104,7.396765692088336e-103,0.4561563908795312
gene_19881,166.9040298149276,9.654952539835176e-104,7.474456175651113e-103,0.4561415459112239
gene_14035,166.82937339606664,1.0469249277276936e-103,8.101748550930613e-103,0.4560305583101667
gene_1038,166.81153997141166,1.0673741233550663e-103,8.256837088126548e-103,0.45600403963321723
gene_8069,166.80209359349774,1.0783678187493058e-103,8.338690502076371e-103,0.455989991623336
gene_4966,166.76113285029956,1.127366454505675e-103,8.714249647002773e-103,0.45592906920088805
gene_16535,166.71368035486282,1.186928333017403e-103,9.17114169734234e-103,0.45585847429359355
